three,four,five,NDX
290.75,290.75,288.85,292.95
290.55,290.65,287.95,292.15
290.45,289.75,286.95,291.15
290.35,289.45,286.65,290.35
290.85,289.35,286.45,288.75
290.85,289.25,286.05,289.35
290.75,289.45,285.75,288.55
291.05,290.05,285.75,288.15
291.45,290.25,285.95,289.75
291.25,290.65,286.25,291.15
291.65,290.05,286.45,292.25
291.65,289.95,286.95,293.65
291.25,289.95,287.25,294.15
292.05,290.65,287.05,296.45
292.95,291.75,285.25,296.15
292.35,291.95,285.95,292.95
292.05,291.75,286.05,292.15
291.95,292.05,286.05,291.85
292.55,292.75,286.35,291.75
291.35,292.25,286.35,291.75
289.85,291.75,285.75,291.85
290.45,290.85,285.05,290.25
289.05,289.95,284.75,288.65
287.55,289.35,285.25,288.25
285.85,288.85,285.25,288.15
284.95,289.05,285.05,287.05
284.35,288.25,285.55,286.65
284.75,288.15,285.35,285.85
283.35,287.45,285.25,287.55
282.65,286.75,285.35,287.15
282.75,287.05,285.05,286.95
285.95,288.05,285.15,287.65
290.65,288.85,285.25,289.85
296.85,289.25,285.15,291.65
298.15,290.25,284.75,293.75
299.45,290.35,282.15,295.85
300.45,290.65,281.35,297.55
301.65,290.95,281.75,299.05
302.45,291.95,281.75,299.85
303.25,292.45,282.05,301.05
304.15,292.35,282.05,301.35
303.65,292.15,281.95,300.85
303.45,291.75,282.15,300.55
299.75,291.15,281.95,299.35
298.55,289.85,282.15,298.45
296.95,289.55,282.25,297.85
296.65,290.35,282.35,297.15
294.35,287.85,282.85,296.65
289.65,286.15,282.95,296.15
287.45,284.85,283.05,295.85
286.05,283.85,282.45,295.15
285.05,283.65,282.35,294.15
284.75,284.05,282.85,294.15
284.45,284.25,282.85,293.55
284.55,284.15,282.25,292.95
288.35,284.15,282.45,292.55
292.55,284.25,283.35,292.55
296.35,284.35,283.95,292.75
300.25,284.35,285.15,293.95
303.25,284.45,286.25,295.65
304.35,284.55,288.35,296.35
305.25,284.85,290.15,297.05
305.95,285.95,291.25,298.85
305.85,286.75,291.05,299.15
306.15,287.25,291.65,299.35
305.85,287.45,291.05,299.05
305.05,287.05,290.65,299.85
303.25,286.45,290.75,299.55
298.25,285.95,289.45,298.95
294.25,285.65,289.05,297.65
290.95,285.35,288.35,297.65
291.55,285.25,288.65,297.05
292.95,284.55,287.85,295.55
289.65,284.15,288.05,294.65
287.65,284.15,288.05,294.35
285.85,283.95,287.45,292.45
287.55,283.65,286.75,290.95
288.55,283.05,285.95,291.15
288.45,283.45,284.05,291.25
290.65,285.15,284.55,288.15
292.55,288.25,285.65,287.55
295.05,295.55,288.85,288.35
297.65,299.15,291.25,290.15
299.25,300.55,292.05,289.95
300.45,301.35,294.05,289.75
301.55,300.85,295.65,289.85
302.45,301.35,296.25,290.25
302.35,302.15,297.45,290.95
303.15,301.95,297.75,293.85
301.45,301.65,299.85,294.25
300.75,301.15,300.55,294.55
299.45,300.25,299.75,294.45
298.35,298.65,297.35,293.45
297.05,297.55,293.25,290.55
295.65,296.45,290.45,287.85
291.45,296.15,288.45,285.95
292.25,294.95,287.35,284.35
293.25,292.55,286.25,283.75
290.55,289.75,285.65,282.75
289.35,287.45,285.25,282.15
288.05,286.15,284.75,281.45
288.45,286.45,284.05,280.85
288.05,287.55,283.75,280.45
290.85,289.05,285.95,282.85
292.95,291.95,289.25,286.65
294.45,293.55,291.25,289.05
295.85,295.35,294.15,291.45
296.45,297.85,295.75,293.75
297.35,299.95,296.95,295.65
298.95,301.85,298.35,296.55
300.05,302.85,300.85,296.85
300.65,302.95,301.35,297.35
300.05,302.95,303.15,297.35
299.25,302.65,304.05,296.75
298.25,301.25,303.35,296.05
297.05,299.85,302.85,295.45
295.25,298.85,299.15,294.85
292.55,297.85,297.15,294.35
292.05,296.05,300.85,293.95
291.65,295.55,299.85,293.45
290.95,292.85,297.45,293.15
290.05,291.75,295.75,292.85
289.15,291.15,294.45,292.05
290.15,291.15,294.15,290.45
287.65,290.45,293.45,289.15
288.15,289.85,292.85,286.05
289.45,289.95,292.65,286.05
292.95,290.85,292.05,286.35
295.55,291.15,292.95,286.55
297.25,290.95,294.15,286.15
298.25,291.25,294.35,286.15
299.45,291.25,294.95,286.05
300.65,291.95,295.35,286.25
302.15,293.15,296.15,286.55
303.25,294.15,296.95,286.15
303.15,294.45,298.15,286.45
304.15,294.65,298.15,286.85
303.85,293.75,298.55,286.65
302.85,296.35,298.25,286.65
300.65,293.05,298.55,287.05
298.65,290.15,297.25,286.95
294.45,286.95,293.75,286.65
292.65,287.35,293.75,286.55
291.45,284.75,294.85,286.65
292.55,284.05,294.25,286.85
291.05,283.45,294.05,286.55
290.05,283.25,292.55,286.45
289.15,284.55,292.65,286.45
289.05,283.15,292.05,286.25
288.55,281.85,292.35,285.55
289.05,282.15,292.65,285.45
292.15,285.35,292.25,284.65
294.35,288.85,291.15,286.65
295.65,291.75,291.45,288.95
296.35,294.45,292.25,291.35
298.25,297.15,294.45,293.65
299.35,298.55,295.25,294.95
299.95,299.85,296.15,295.75
301.15,300.75,296.95,294.75
300.15,300.95,297.45,295.85
300.05,300.75,297.75,296.75
299.85,300.85,297.55,296.65
299.05,300.25,297.25,297.35
297.75,298.95,296.85,296.55
296.85,298.05,296.05,294.25
295.65,297.85,295.25,289.65
294.65,294.95,294.55,287.95
292.85,292.15,294.15,288.05
292.45,294.15,293.15,287.15
292.25,290.95,291.95,286.15
290.45,290.25,288.75,291.15
288.95,288.85,286.85,288.75
288.65,288.05,285.95,284.45
287.35,287.25,284.45,282.75
287.55,286.95,283.35,282.15
289.75,290.15,286.05,284.15
292.05,293.95,289.65,289.45
293.65,297.35,291.95,291.95
296.15,298.65,294.85,295.25
297.05,299.35,297.45,298.15
298.25,300.55,298.85,300.65
298.55,301.05,300.55,302.35
299.25,301.85,301.35,303.65
298.65,302.35,301.75,304.15
298.55,302.45,301.55,304.05
298.25,303.05,301.45,303.75
297.65,300.95,301.05,303.15
296.95,299.45,300.55,302.45
296.45,298.75,299.45,301.15
295.55,297.45,298.25,300.15
294.95,295.85,297.85,299.35
294.05,294.85,297.35,298.55
293.55,293.15,296.85,298.05
292.75,290.35,295.95,297.25
291.55,288.85,295.75,295.85
291.25,289.55,294.95,293.35
290.85,288.65,294.05,289.45
290.45,287.75,293.05,288.05
290.45,287.65,292.45,286.65
291.05,289.35,292.25,288.05
291.65,291.75,293.05,291.55
292.15,294.35,293.55,293.45
292.35,296.45,294.95,295.75
293.65,297.75,296.35,298.55
294.65,298.85,297.75,300.25
295.95,299.05,299.15,302.35
296.75,300.25,299.15,303.65
297.55,300.45,298.85,304.55
297.35,300.15,299.55,305.15
297.15,299.45,298.15,305.25
296.65,299.05,297.95,304.55
296.35,298.65,297.85,303.45
295.75,296.75,296.35,302.15
295.35,295.85,295.75,301.05
295.05,294.25,295.95,300.45
294.35,293.75,295.05,299.15
293.45,291.85,294.35,297.85
292.35,289.85,294.15,296.95
292.15,289.15,293.85,296.35
291.55,288.25,293.35,296.15
291.25,287.35,292.55,295.75
290.95,287.75,292.95,294.45
290.95,288.95,293.25,294.05
291.45,290.35,293.75,293.75
292.35,292.55,295.35,294.55
293.05,295.25,295.65,296.25
293.85,297.05,295.35,297.35
294.85,298.85,296.55,298.45
295.75,300.35,297.35,300.25
295.85,301.75,298.55,300.75
296.95,302.15,299.05,301.45
296.35,302.05,299.75,301.95
296.45,301.95,300.05,302.35
296.35,301.75,300.15,302.05
296.15,301.15,299.85,301.95
296.05,300.65,299.85,301.15
295.95,300.05,298.85,300.25
294.45,299.75,297.75,299.25
293.25,299.25,296.15,298.85
292.65,298.45,295.95,298.35
292.25,297.85,295.35,297.75
291.65,295.75,294.65,296.85
291.05,293.65,294.55,296.25
290.95,292.95,294.55,295.25
290.85,291.15,294.05,294.45
290.65,290.95,292.45,293.25
290.55,291.05,293.15,292.45
290.65,291.15,293.55,292.05
290.95,292.15,294.05,293.95
291.55,293.85,294.45,295.25
291.95,295.65,295.25,297.55
293.35,297.55,296.25,298.75
297.85,298.45,297.05,299.65
298.75,299.45,297.85,300.75
298.75,300.45,298.65,301.45
298.75,301.05,298.75,301.85
298.65,301.45,298.25,302.45
298.55,301.45,297.65,302.15
297.75,300.95,297.75,302.05
296.45,299.35,297.35,301.55
295.25,296.65,296.75,300.75
294.25,294.25,295.95,299.55
293.65,293.35,293.75,297.65
289.85,293.85,294.55,297.15
287.85,294.65,294.45,296.65
284.85,294.35,294.35,295.75
284.65,293.85,294.05,292.45
286.15,292.05,293.65,290.65
284.45,291.65,293.05,289.45
282.55,291.25,292.55,289.65
282.85,291.25,292.05,289.15
289.95,292.85,292.55,289.85
293.15,295.15,293.55,292.15
294.75,297.85,294.95,294.25
296.15,299.95,296.15,295.75
297.35,301.25,297.65,296.75
299.05,302.55,298.85,298.55
299.75,303.95,299.55,300.45
300.45,304.85,300.45,301.15
300.45,305.05,301.35,301.65
300.05,305.05,301.95,301.75
299.95,304.45,302.15,301.65
299.35,303.65,302.15,301.15
298.15,301.85,300.75,300.75
297.35,300.55,299.55,299.35
296.65,299.75,298.55,297.75
296.35,297.85,297.85,296.45
295.75,296.65,297.35,294.85
295.45,295.65,296.95,293.95
291.05,293.65,296.35,292.15
290.05,292.35,295.55,291.05
289.75,291.95,294.15,290.25
289.25,290.65,290.65,289.45
288.65,290.35,288.85,289.15
289.05,290.65,288.25,288.75
290.85,292.55,289.55,288.85
293.15,294.05,292.25,292.35
295.55,296.25,294.05,293.85
297.35,297.45,295.35,295.55
298.15,298.85,297.15,297.25
299.45,300.65,299.05,298.55
300.45,301.85,300.65,299.95
301.25,303.15,300.95,301.25
300.35,303.75,301.05,301.45
300.85,303.85,301.25,302.15
300.15,303.15,300.85,301.85
299.85,302.65,300.25,301.85
297.35,301.75,299.35,301.05
295.15,299.65,298.05,299.55
294.05,297.45,297.05,298.15
296.65,296.45,296.15,297.35
295.65,294.95,295.45,294.55
294.45,293.85,294.65,292.45
292.45,293.25,293.75,291.45
290.45,292.95,293.15,291.25
289.75,292.45,292.35,290.85
289.15,292.25,291.55,289.55
288.75,292.15,289.85,289.95
288.65,292.55,288.85,290.35
292.15,293.85,289.05,291.35
294.45,295.65,292.25,292.45
296.55,297.75,292.95,294.55
298.55,299.55,293.85,296.65
300.15,301.85,295.65,298.65
300.45,303.85,297.45,300.15
300.85,306.15,298.55,300.85
301.15,306.75,300.35,301.85
301.45,306.65,301.35,302.25
300.15,306.65,302.65,302.35
299.75,306.15,302.55,302.45
298.75,305.35,302.25,301.75
297.75,304.25,301.45,301.25
297.25,303.15,300.45,300.15
294.85,301.35,299.65,299.55
292.75,299.75,297.85,295.95
291.55,300.35,295.65,297.15
290.85,299.85,292.85,298.05
289.35,298.65,292.65,297.95
288.45,295.65,292.85,297.25
288.45,296.55,291.75,295.85
289.25,294.15,291.25,295.05
289.65,292.65,289.65,294.05
290.05,292.95,289.05,293.65
291.45,295.15,290.55,293.45
292.95,298.65,292.35,293.45
295.45,300.25,293.85,294.25
297.25,303.15,295.95,295.75
298.65,304.45,297.65,296.55
299.95,305.35,299.75,297.35
301.25,304.45,301.55,297.95
301.25,305.35,302.95,298.35
301.55,305.45,303.75,297.95
302.05,304.45,303.65,296.15
302.15,303.95,303.25,294.75
301.05,303.25,303.55,294.05
299.65,302.55,302.45,292.25
298.15,300.15,301.65,290.95
297.75,299.25,300.45,290.65
295.55,300.45,297.45,290.15
294.35,299.15,296.05,289.65
293.75,299.95,296.25,288.15
293.25,298.15,294.55,286.35
293.75,297.25,293.65,286.05
292.65,297.45,293.25,284.65
292.15,294.45,292.55,284.65
291.55,292.75,291.85,285.15
291.75,292.55,291.15,285.55
294.05,292.35,291.35,288.45
296.65,292.55,293.55,291.45
298.85,292.45,295.25,293.15
300.55,292.85,296.75,295.45
302.85,292.75,298.55,297.35
303.65,293.25,300.95,298.75
303.25,293.95,302.75,299.85
303.45,294.25,304.05,300.85
302.65,294.25,304.75,301.25
300.25,294.65,304.35,302.35
298.05,296.05,304.85,302.55
297.25,295.35,304.45,302.15
297.15,294.95,304.05,301.25
295.45,294.75,302.85,300.05
295.05,294.55,301.85,299.35
294.85,294.25,301.25,297.95
293.75,294.15,301.25,294.75
293.15,293.95,300.65,293.55
292.85,293.95,300.45,293.05
292.65,293.65,299.35,291.15
291.95,293.45,297.15,292.25
291.15,293.45,294.35,292.25
291.05,293.45,293.35,292.15
291.45,293.35,292.85,291.75
292.85,294.45,293.25,292.25
294.95,296.95,296.15,292.65
297.05,296.25,297.65,293.95
299.25,298.65,298.55,294.75
300.25,299.95,300.35,296.05
301.15,300.35,302.45,296.65
301.85,300.55,304.05,298.05
302.45,301.05,305.05,298.95
303.15,300.95,305.75,300.05
302.95,301.05,305.95,300.65
302.75,300.95,306.15,300.45
301.85,300.55,305.45,299.85
300.55,297.85,304.55,299.85
298.95,297.05,303.85,298.85
298.75,296.35,303.05,296.35
297.75,293.85,302.35,296.55
296.85,290.75,301.95,295.45
295.55,291.45,301.55,293.35
295.75,289.95,300.45,290.75
294.65,287.75,299.85,292.25
294.05,287.75,299.15,290.35
293.75,287.05,298.25,289.25
293.45,286.55,297.25,294.15
293.75,287.15,294.35,295.55
294.35,291.05,294.95,295.25
295.45,295.35,297.15,296.05
295.65,300.15,298.35,296.65
295.65,302.95,299.45,298.05
295.75,305.95,301.45,298.25
296.35,305.05,303.45,299.35
296.15,305.45,304.25,299.85
295.25,305.25,305.45,301.25
296.05,306.45,306.35,302.25
295.25,307.75,306.55,302.55
294.75,308.65,306.05,303.25
294.45,308.55,305.75,303.25
293.75,305.55,304.85,303.05
292.75,300.25,303.65,301.25
292.05,297.65,302.75,300.05
291.25,295.95,301.95,299.25
290.25,294.55,300.95,298.65
289.95,293.15,299.95,297.85
289.85,291.65,299.15,297.75
289.75,290.65,298.55,297.35
289.55,290.85,297.75,295.85
289.65,290.95,296.95,292.75
289.55,291.25,296.65,291.25
289.75,293.85,295.65,290.55
289.85,294.45,295.35,291.55
289.95,302.15,296.65,293.65
290.55,303.75,297.05,295.95
291.75,304.15,298.35,298.35
292.35,303.15,299.75,300.05
292.75,303.55,300.75,301.75
292.95,303.85,302.05,302.25
293.35,303.45,302.75,302.15
293.75,300.85,303.65,301.65
295.25,302.65,304.25,301.65
295.35,304.35,304.05,301.35
294.75,305.05,303.95,300.45
293.75,303.95,303.55,299.75
293.25,301.95,302.35,298.55
292.45,296.25,301.55,297.55
292.05,293.45,300.25,297.15
291.65,291.95,299.55,296.85
292.25,291.25,298.35,296.45
291.95,290.25,297.75,295.75
291.65,289.35,297.75,294.95
291.15,288.55,297.65,293.95
290.95,288.25,297.15,293.35
290.95,288.25,296.65,292.25
291.05,290.25,295.75,290.95
291.05,292.95,294.95,291.45
291.25,296.35,296.05,293.85
291.45,300.15,296.75,295.65
291.75,303.05,298.35,297.65
292.25,305.15,299.25,299.15
293.25,306.25,300.95,300.65
293.15,307.55,301.95,301.55
293.45,308.55,302.65,302.95
293.85,309.35,302.25,302.95
294.55,309.05,302.25,303.05
295.85,308.65,301.85,302.75
295.45,307.55,301.55,302.55
294.65,306.55,301.35,301.15
293.75,305.85,300.75,300.25
291.65,303.15,300.35,299.65
292.05,302.85,300.25,299.05
294.25,302.15,299.95,298.35
295.65,300.95,298.45,297.65
295.25,299.65,298.25,296.95
294.15,295.85,298.05,295.75
293.15,293.55,296.45,293.55
293.35,292.45,295.55,292.15
292.75,292.45,294.95,291.05
292.05,292.35,294.05,291.35
291.55,296.05,293.25,293.25
294.65,298.85,293.65,296.15
296.85,302.25,294.15,296.85
297.95,305.15,295.05,297.95
298.95,308.35,297.05,298.15
299.95,310.95,298.85,299.15
301.05,312.35,300.95,299.95
301.75,313.65,301.85,301.45
302.65,313.45,302.85,303.15
303.55,313.25,302.95,303.25
303.45,311.25,302.55,304.05
303.25,308.85,302.05,303.85
300.35,308.05,301.25,303.25
298.55,302.25,300.25,302.05
296.85,299.35,299.65,300.35
296.45,297.55,298.85,299.25
293.05,296.55,297.55,298.15
289.95,296.95,296.15,297.25
288.35,295.95,294.85,296.45
287.25,296.15,294.35,294.15
286.75,297.25,293.05,292.75
287.05,296.55,291.65,291.95
287.45,295.85,290.65,291.15
287.55,295.25,290.05,290.75
290.35,296.95,292.75,291.75
293.55,299.95,295.25,293.45
297.25,303.45,296.05,294.75
299.55,304.75,297.75,296.55
301.65,305.95,298.35,298.55
303.75,306.55,299.25,300.75
305.35,307.05,300.05,301.55
306.15,307.35,301.45,304.15
306.55,307.95,302.05,305.55
306.85,307.45,302.95,306.55
306.45,306.45,302.75,307.05
305.35,305.25,302.15,307.15
303.65,303.85,301.55,306.75
302.75,302.55,300.65,305.75
301.35,300.65,299.35,304.45
300.45,300.55,298.55,302.25
299.35,299.05,297.35,301.55
298.65,298.35,296.15,301.45
297.35,296.35,295.45,301.75
296.25,295.35,293.95,301.15
292.35,295.85,293.35,299.75
291.55,295.65,292.65,298.05
291.55,294.65,291.65,297.65
293.25,294.95,290.75,297.55
293.65,296.25,291.65,297.05
294.95,298.55,294.25,296.95
297.65,299.45,295.85,297.55
298.45,301.75,297.85,297.65
299.45,303.35,299.65,297.95
300.05,304.65,300.85,298.55
301.45,305.45,302.05,298.65
301.85,305.75,303.25,298.95
302.45,306.45,304.65,299.05
302.15,306.65,305.35,298.85
301.45,305.85,305.75,298.95
300.35,305.15,305.55,298.95
299.15,302.45,304.95,298.65
298.55,301.85,304.75,297.55
297.55,300.65,303.85,296.75
296.95,293.45,303.75,296.85
295.45,293.75,303.55,296.15
294.05,293.55,302.75,295.15
293.15,293.65,302.05,294.95
292.65,293.95,301.35,294.15
291.65,294.55,300.95,292.45
291.35,294.25,299.95,292.05
291.55,294.45,297.55,292.35
292.15,294.55,296.45,291.85
293.65,294.45,296.65,292.35
295.85,295.25,299.05,294.05
299.85,296.55,299.45,295.35
301.75,297.75,300.25,296.35
302.95,299.75,300.45,297.25
303.95,300.95,300.45,298.45
303.35,302.45,302.45,300.15
303.05,302.65,304.05,301.65
303.75,302.65,304.55,302.65
303.65,302.05,305.35,302.75
302.85,296.15,304.65,302.75
301.05,291.85,304.15,302.15
299.45,291.65,303.85,301.85
297.15,292.15,302.95,301.15
297.95,291.85,301.25,300.05
296.65,291.65,301.75,299.25
294.55,291.75,301.25,298.55
293.85,291.75,299.45,298.05
293.75,291.45,297.95,296.75
292.85,291.05,297.15,295.95
291.15,291.05,296.15,295.25
290.35,290.85,295.95,293.95
290.85,291.05,295.75,290.75
290.45,292.05,294.75,290.25
292.85,292.35,296.75,291.55
293.65,293.15,299.55,293.95
294.55,293.55,299.95,296.35
294.75,295.15,300.45,298.25
295.25,296.45,301.05,300.85
295.85,296.05,302.65,302.85
297.25,296.55,303.25,303.85
298.45,297.65,303.65,304.55
298.75,298.65,304.35,304.85
298.75,298.65,305.05,305.25
298.95,299.45,305.75,304.75
299.05,299.15,305.65,303.85
297.55,297.05,305.25,303.35
296.55,294.15,303.85,302.65
296.05,292.45,299.55,301.55
295.95,291.35,296.15,298.85
294.95,290.65,294.35,299.45
294.05,290.45,295.85,299.25
293.45,290.45,294.55,297.75
292.85,289.75,294.05,296.75
291.95,289.35,292.55,295.65
291.45,289.35,292.05,293.55
290.95,289.45,290.55,292.15
291.35,290.25,289.55,291.25
292.85,292.45,291.45,291.75
295.35,295.85,294.65,294.65
298.45,298.65,296.15,296.25
300.15,300.75,298.15,298.95
302.35,302.65,300.25,298.85
303.65,303.15,302.45,300.05
305.25,303.95,304.05,301.35
306.05,304.55,304.05,300.75
306.25,305.15,304.75,301.05
305.45,304.75,303.85,302.05
304.35,304.45,303.45,302.65
303.75,303.25,302.55,301.45
302.15,301.95,302.15,301.15
299.05,300.75,301.75,300.65
295.95,299.05,301.35,299.95
294.75,296.45,300.65,298.95
294.05,296.05,300.45,298.75
293.55,297.65,299.65,298.75
292.95,295.45,299.05,298.55
292.75,293.95,298.45,297.45
292.95,293.15,297.65,296.85
293.25,293.55,297.15,296.45
295.05,293.55,296.65,296.15
294.35,294.05,296.25,295.65
294.85,295.05,295.35,295.65
294.75,296.85,296.45,296.55
294.75,299.25,296.45,298.25
294.85,300.75,295.85,299.35
294.85,300.95,294.85,301.05
294.95,301.15,293.75,302.25
295.25,302.85,292.95,302.75
294.05,303.25,292.25,303.65
292.55,301.85,291.55,303.55
293.05,300.95,290.95,304.35
293.65,300.85,291.65,304.05
293.35,300.05,293.35,303.45
293.25,299.75,294.05,303.05
293.25,299.25,293.75,302.15
293.25,297.15,293.15,301.25
293.35,296.55,292.75,300.45
292.25,296.35,292.75,299.55
291.65,295.85,292.55,298.25
291.65,295.85,292.25,297.25
291.65,294.85,292.05,295.15
291.75,293.75,291.15,293.85
291.55,293.05,289.65,293.15
291.65,292.85,289.65,292.55
291.65,293.75,288.35,291.95
291.65,295.35,290.35,292.55
291.75,297.35,290.25,294.05
291.65,299.65,291.55,295.55
292.25,301.85,294.35,296.95
292.35,303.25,296.95,298.15
292.55,304.55,298.75,299.55
292.65,305.05,300.05,301.45
292.55,305.85,302.05,301.85
293.05,306.85,302.95,302.85
292.65,306.25,304.05,303.25
292.25,305.75,303.85,303.65
292.25,304.75,303.75,303.15
292.15,304.05,302.15,301.65
292.25,303.05,298.15,299.45
292.25,302.65,297.15,298.55
292.05,301.95,296.95,297.55
292.05,301.35,295.35,296.85
292.15,300.75,294.85,296.25
292.05,297.95,294.65,294.65
291.95,296.85,294.85,293.75
291.85,296.05,294.25,292.95
291.85,296.15,293.75,292.75
291.55,295.85,294.35,292.45
291.45,296.05,293.95,292.15
291.55,296.15,294.05,292.65
291.75,297.25,295.25,293.75
291.85,298.55,296.55,295.05
291.95,299.25,297.85,296.55
292.05,298.95,299.35,297.65
292.15,293.05,300.35,299.15
292.35,292.65,301.25,300.35
292.65,291.85,301.55,301.35
293.15,291.75,301.85,302.45
293.05,291.55,300.55,303.35
293.25,291.75,300.05,303.35
292.95,292.15,298.95,303.15
292.85,292.95,297.75,302.95
292.75,291.45,294.95,302.35
292.85,290.65,293.25,301.95
292.95,290.25,292.85,300.05
293.15,289.45,291.65,294.35
293.35,289.65,291.55,293.65
293.25,289.35,290.35,292.55
293.25,289.05,289.95,292.55
293.15,288.65,289.45,292.65
293.15,288.05,288.75,292.55
293.55,287.85,288.05,292.75
293.65,288.35,287.55,292.25
293.55,289.65,290.05,291.65
293.25,293.95,293.75,291.35
292.65,296.65,295.05,292.05
292.45,298.15,296.65,293.45
292.65,298.95,298.05,294.65
292.95,299.85,299.45,295.95
293.35,300.95,300.55,297.15
293.25,302.15,301.25,297.85
293.55,303.25,300.75,298.65
293.55,303.65,300.15,299.15
293.85,303.85,298.75,299.65
293.55,303.45,297.35,299.45
293.45,300.85,295.75,299.05
293.45,299.15,295.05,298.35
293.35,297.75,293.95,297.25
293.25,296.45,293.05,296.25
293.35,294.25,293.45,295.55
293.25,293.55,293.15,294.95
293.05,292.95,292.85,294.65
292.95,292.25,292.35,293.95
292.75,291.35,291.85,293.55
292.65,291.45,291.35,293.25
292.65,291.85,288.65,292.55
292.75,291.65,287.65,292.45
292.85,292.45,289.95,292.65
292.65,294.65,293.55,293.75
292.55,296.35,295.75,294.05
292.85,298.15,296.65,294.95
293.15,299.85,298.45,297.45
293.25,301.45,300.35,299.05
293.35,302.45,301.05,300.55
293.15,302.25,301.85,302.25
293.55,290.65,302.85,302.65
293.55,291.25,304.15,302.65
293.35,292.35,303.85,303.45
293.15,294.05,302.15,302.55
293.15,294.75,300.65,301.95
293.25,292.75,299.75,301.65
293.05,291.85,298.15,300.95
293.05,291.35,295.65,299.95
292.95,290.65,294.45,299.15
292.85,290.45,293.45,299.35
293.05,290.05,293.35,298.05
293.05,289.55,293.65,296.75
293.05,288.75,292.75,295.75
292.95,288.55,291.95,294.15
293.05,288.15,292.25,293.25
292.35,288.85,292.85,292.25
292.35,290.25,293.35,293.35
291.95,292.65,294.55,295.45
290.75,295.65,295.95,297.25
290.45,297.35,296.95,298.75
290.55,299.45,298.75,300.65
290.35,300.95,298.75,303.35
290.05,301.65,299.55,304.85
290.25,302.65,300.45,306.05
290.25,302.75,301.35,306.65
290.15,302.05,301.75,306.75
290.15,302.45,301.55,306.25
290.25,301.45,301.45,306.15
290.25,299.65,300.75,305.65
289.75,296.95,299.85,305.35
289.45,296.55,297.35,304.85
289.55,295.85,298.05,302.75
289.45,293.75,295.95,294.65
289.45,293.75,294.85,293.75
289.35,292.45,293.85,294.05
289.15,291.35,294.05,293.05
289.05,290.85,292.25,293.75
289.05,290.85,291.75,293.25
288.95,290.55,291.95,293.25
289.25,291.75,291.65,292.75
289.55,291.75,292.15,292.95
290.25,293.25,293.25,293.85
291.55,294.85,294.55,295.45
294.15,296.35,293.95,296.85
296.05,298.45,293.65,298.25
297.35,299.85,293.95,299.15
299.35,299.95,292.55,301.15
299.75,299.45,293.25,302.65
299.35,293.05,294.85,303.65
299.05,294.35,296.15,303.15
297.95,295.45,296.25,296.15
296.55,296.85,296.35,300.45
295.85,295.55,296.05,303.15
294.65,294.65,295.85,302.05
294.35,294.35,295.75,299.95
293.85,293.65,295.15,299.05
293.35,292.65,295.05,297.65
292.05,292.45,294.45,296.05
291.15,293.05,291.85,294.15
290.55,292.05,290.35,296.35
290.65,291.65,290.45,295.95
290.65,291.15,290.75,295.05
290.25,290.75,290.55,294.35
290.65,290.45,290.45,294.05
291.35,291.65,291.25,294.85
292.65,293.95,293.65,296.85
294.45,296.35,296.25,298.05
297.15,298.15,298.05,298.95
298.25,298.55,298.65,300.05
298.45,300.05,299.25,301.05
299.45,300.75,298.95,302.05
298.75,301.55,299.15,302.15
296.65,302.55,300.55,302.75
296.05,303.35,301.15,303.45
297.35,303.75,300.95,303.45
296.25,303.35,299.65,302.75
296.15,300.65,299.35,302.45
294.45,299.55,299.55,301.65
293.95,299.05,296.15,300.65
292.15,297.05,294.25,298.15
290.55,297.35,292.85,296.45
289.65,295.05,293.05,297.05
289.15,293.35,293.15,296.05
288.05,292.65,294.65,294.65
287.55,292.25,292.15,293.85
288.15,291.25,295.45,293.35
287.55,290.85,296.05,292.95
288.15,291.55,295.65,292.45
289.75,294.35,295.45,293.25
291.65,297.25,297.15,294.05
294.35,301.05,297.75,295.05
296.05,303.85,298.55,296.55
297.05,305.75,298.95,297.45
297.95,306.75,300.05,299.65
298.15,307.15,300.45,301.85
299.55,306.85,300.75,302.85
299.65,307.75,299.55,303.05
299.95,307.45,299.95,302.75
299.45,308.15,300.65,303.25
299.15,306.65,301.65,303.55
298.15,303.85,300.15,303.45
297.25,303.15,299.45,303.05
295.65,302.25,298.85,300.95
296.15,300.45,298.35,300.45
295.15,299.45,298.05,300.15
294.25,298.25,297.75,299.15
293.75,297.05,297.35,297.75
292.35,296.65,296.95,296.95
291.85,295.65,295.05,295.25
290.85,294.85,294.25,294.15
290.35,294.95,294.45,293.25
290.75,295.35,293.05,292.95
292.95,296.75,292.05,293.05
294.65,298.65,291.55,293.15
296.15,300.35,292.35,293.55
297.55,301.45,293.95,293.15
298.65,303.35,295.45,294.25
300.25,303.65,297.15,294.25
301.15,304.15,298.55,293.35
302.55,304.65,299.85,292.85
302.85,304.25,300.45,292.95
302.65,303.75,300.45,292.15
302.65,303.45,301.05,292.15
302.25,296.85,301.95,292.45
301.25,293.55,300.95,292.85
298.85,293.35,299.85,292.95
296.85,293.05,298.75,292.65
295.75,292.85,296.15,292.65
296.85,292.55,294.15,292.85
297.15,292.95,292.75,293.15
297.55,292.95,292.25,293.05
297.65,292.55,292.15,292.25
296.55,291.85,291.55,292.55
295.15,291.65,291.15,292.65
295.75,291.25,290.45,292.45
295.05,291.75,289.95,292.55
295.25,293.25,292.15,292.35
296.95,295.45,294.35,293.35
297.85,297.95,296.05,293.05
