three,four,five,NDX
274.85,266.15,271.15,271.85
275.15,267.15,271.75,273.75
275.45,271.15,272.05,276.45
275.75,275.15,272.65,276.95
276.25,275.05,272.85,278.15
276.35,277.15,273.95,279.05
276.35,278.05,274.35,280.05
276.55,279.15,275.45,281.25
276.45,278.15,275.55,281.65
276.15,279.15,274.95,281.35
275.95,278.15,274.75,281.15
275.95,277.15,273.75,279.75
275.95,276.05,273.25,278.75
275.85,275.15,272.55,278.45
275.95,273.35,271.75,277.85
275.95,272.95,270.25,277.85
275.95,271.15,269.75,277.05
275.95,270.25,268.95,273.85
275.75,271.15,268.15,273.75
275.65,270.35,267.25,271.35
275.55,272.15,266.95,271.55
275.55,271.15,266.85,271.05
275.25,271.15,266.75,271.45
274.75,268.75,266.35,271.55
274.85,268.05,265.25,270.95
275.75,269.75,267.85,275.15
276.95,273.15,270.75,278.55
277.85,274.15,273.15,279.65
279.15,274.95,274.75,281.55
279.95,276.15,276.95,282.45
280.65,277.45,277.95,283.65
281.15,278.45,278.55,284.35
280.75,279.45,278.55,284.95
280.15,279.05,279.35,284.65
278.15,278.45,278.85,283.55
276.95,277.55,278.55,283.05
275.55,276.55,277.95,282.55
274.85,275.75,277.75,282.05
273.35,275.45,277.05,281.05
272.55,275.15,276.25,279.25
272.05,275.65,274.05,277.65
274.15,274.95,274.25,279.05
273.85,274.85,274.15,278.25
274.15,275.15,273.35,276.45
273.95,274.75,272.45,275.05
274.35,274.05,270.25,273.95
274.75,272.95,271.05,273.45
275.05,276.15,270.25,274.25
275.55,276.15,268.95,272.45
276.55,276.15,271.45,277.65
277.15,276.15,273.55,279.75
278.35,275.75,275.05,280.85
279.45,277.15,277.35,282.75
280.85,278.15,277.75,284.45
281.35,279.15,278.35,285.05
281.75,278.85,279.45,286.45
281.75,280.15,280.15,286.65
281.15,279.15,279.55,286.15
279.95,278.45,279.95,285.65
277.75,277.15,279.15,284.55
276.55,276.15,279.05,282.25
275.95,273.15,278.35,283.15
276.25,272.15,278.05,282.05
275.65,271.15,277.35,281.35
274.85,274.15,276.45,277.85
276.35,274.15,275.95,277.35
273.85,274.15,275.25,276.15
273.65,273.15,275.05,275.45
275.45,271.45,274.75,274.45
275.35,272.05,274.25,272.35
274.55,271.15,272.45,272.85
272.95,272.15,269.55,274.65
273.75,271.25,269.05,273.35
277.05,272.15,273.95,276.85
278.35,274.15,275.85,279.35
279.15,275.15,274.85,281.05
280.15,274.55,276.55,282.75
281.05,276.15,277.75,283.85
281.15,276.15,279.55,285.55
281.65,278.15,279.35,285.55
281.75,279.15,280.45,286.65
281.95,279.15,280.75,286.55
280.75,279.15,280.65,286.05
279.85,277.15,279.75,284.95
279.95,276.95,277.05,284.05
280.15,276.15,277.85,283.45
280.05,276.15,278.45,282.95
280.35,275.15,277.95,281.65
279.75,273.15,278.35,280.75
278.35,273.15,277.85,278.55
277.35,272.55,277.35,278.15
276.95,271.95,275.75,275.15
276.25,271.15,274.75,274.65
275.85,271.15,274.45,274.95
275.35,270.15,273.25,273.25
275.15,269.95,273.25,272.85
275.35,269.55,271.15,273.75
277.05,272.15,273.65,275.45
277.65,271.65,275.55,276.95
278.45,272.65,277.75,279.95
279.15,273.15,278.55,283.15
279.95,274.15,279.65,285.25
281.05,274.15,281.25,287.15
281.75,275.15,280.85,287.35
281.75,275.15,280.85,288.85
281.55,274.65,280.95,289.05
279.85,275.15,280.35,288.55
277.45,275.15,279.65,286.95
276.05,275.15,279.45,284.65
273.15,273.65,278.35,284.85
272.55,274.15,277.35,286.15
271.35,274.15,277.45,286.05
271.35,273.15,274.75,284.05
271.15,272.15,273.95,283.05
271.75,272.15,274.05,281.55
272.75,272.15,273.55,281.75
272.05,272.15,272.05,280.45
271.85,270.95,271.45,280.15
271.75,270.95,270.05,278.45
272.15,270.95,269.35,282.65
272.65,271.15,268.55,281.55
273.25,272.15,272.15,282.35
274.15,272.15,274.45,283.85
274.55,273.15,276.25,285.15
275.95,273.15,277.45,286.45
276.95,272.95,278.05,286.05
277.95,275.15,278.05,287.15
279.35,273.85,278.05,287.75
278.95,274.45,278.15,288.55
278.25,274.75,277.35,288.05
277.45,276.15,275.95,287.35
276.55,275.15,274.65,286.55
276.25,274.15,273.55,285.65
275.35,273.35,272.75,284.75
274.85,278.15,272.15,283.95
274.75,273.75,271.75,283.65
273.95,272.65,271.35,281.75
272.65,272.95,271.35,273.55
272.45,272.55,270.55,273.75
271.95,273.35,270.55,273.35
271.75,272.25,274.95,272.15
271.25,273.15,272.25,271.65
270.75,272.55,269.95,270.45
270.65,272.15,271.25,269.35
271.75,276.15,271.15,269.05
272.85,278.45,273.05,271.45
273.55,279.85,277.35,273.25
274.55,280.95,279.15,275.15
276.05,282.05,280.75,276.85
277.15,283.05,281.85,278.65
278.15,283.45,282.95,280.85
279.35,284.75,284.05,282.15
279.15,284.85,284.65,283.15
278.75,284.25,284.65,283.55
277.55,282.65,284.55,283.25
276.35,281.85,283.45,282.15
276.15,281.65,282.45,280.55
274.75,281.05,281.55,279.95
273.95,280.75,279.15,277.55
273.25,280.15,279.65,278.35
272.65,277.95,279.75,275.75
272.45,274.25,278.55,273.95
271.55,273.45,274.85,273.75
270.95,272.35,273.15,272.65
270.05,271.65,271.65,272.05
270.05,271.75,271.15,272.05
270.75,271.15,271.05,271.45
270.85,270.75,271.95,271.25
271.25,272.05,270.45,271.05
272.25,273.75,273.15,273.65
273.25,275.05,276.15,277.85
274.65,276.55,279.05,280.45
275.75,278.65,281.55,283.55
276.95,280.45,284.05,286.15
276.95,282.35,286.45,289.35
277.05,283.15,287.05,291.45
277.45,283.25,287.15,291.95
277.25,283.15,287.15,291.75
276.35,281.75,285.95,291.05
275.35,281.05,285.25,289.25
274.75,279.95,283.65,287.85
273.85,278.55,282.65,285.65
273.65,276.05,281.65,284.75
272.15,274.75,281.05,281.05
271.85,274.85,280.65,279.65
270.95,274.55,280.15,283.65
271.35,273.55,279.85,283.75
270.75,272.15,278.25,278.35
269.85,271.95,277.05,277.55
268.95,271.25,276.45,277.15
267.95,270.95,275.45,276.55
267.75,270.75,274.35,275.45
269.85,273.05,272.55,276.15
274.35,273.85,271.05,276.85
277.15,274.55,270.85,277.85
279.95,274.85,272.05,280.45
282.65,275.35,272.75,282.65
286.55,275.75,273.85,283.75
288.65,275.65,275.05,285.05
289.55,275.75,275.85,285.95
289.75,275.85,276.55,286.75
288.95,276.05,276.65,287.05
285.75,275.85,276.05,286.45
283.05,275.85,275.35,284.25
279.95,275.65,274.65,281.75
278.35,276.25,274.25,279.85
277.15,275.45,273.85,278.65
275.85,275.85,273.35,278.15
280.25,275.45,272.95,278.15
283.05,276.25,272.65,277.65
282.45,275.85,272.55,277.35
281.55,276.35,272.15,279.85
280.55,275.15,271.35,277.85
279.35,278.15,271.25,276.45
279.15,277.55,270.55,275.15
277.35,277.05,270.15,275.35
280.35,278.05,270.45,276.15
281.75,278.95,271.85,277.85
283.05,279.25,273.15,278.45
284.65,279.75,274.55,279.85
285.45,279.75,276.55,279.95
287.05,280.75,276.85,280.45
287.95,281.05,277.55,280.65
288.45,281.65,277.8166667,281.05
288.75,281.45,278.75,280.75
287.85,281.05,278.65,280.65
286.35,279.85,278.45,281.05
285.75,278.95,277.15,279.95
285.15,278.25,276.95,280.45
284.05,277.45,276.45,279.75
283.35,276.65,276.15,279.25
283.15,275.85,275.45,282.75
282.55,275.55,274.85,282.85
281.95,274.85,274.65,283.15
280.95,274.15,273.25,283.15
277.85,273.25,273.95,282.45
277.65,270.95,272.45,281.95
274.45,269.55,270.55,281.45
273.55,268.65,268.95,280.95
272.95,267.55,268.35,280.35
275.25,274.65,267.75,279.95
278.15,276.85,269.95,280.35
279.85,277.95,272.35,281.25
282.25,278.15,274.55,282.25
284.05,279.35,277.45,283.15
285.45,280.25,278.65,283.45
286.15,280.25,279.95,283.85
286.45,280.85,280.45,284.85
286.95,280.75,280.75,284.85
286.35,280.25,280.65,284.75
284.75,279.15,280.25,284.25
282.55,278.75,279.65,283.65
279.85,278.35,278.85,282.55
278.35,277.05,278.75,282.35
277.45,277.85,278.35,280.75
277.45,277.15,277.55,277.75
278.05,276.05,275.85,276.15
278.75,275.75,274.65,275.15
276.65,274.85,272.65,274.05
279.45,274.15,271.75,274.05
279.45,273.95,271.05,273.05
278.25,273.45,270.55,274.35
277.75,272.95,270.55,273.85
277.25,271.75,269.75,273.45
278.45,273.65,269.05,273.65
280.05,274.65,271.15,275.25
281.55,275.95,273.25,276.95
281.95,276.85,274.75,278.65
282.65,277.95,276.85,279.95
283.55,278.75,277.65,280.95
284.65,279.45,280.35,281.45
286.35,280.35,280.95,283.05
287.85,280.55,281.95,283.55
287.75,280.45,282.75,283.75
284.95,278.95,282.15,283.25
281.65,277.95,280.85,282.45
281.65,277.25,278.05,280.25
278.95,276.95,276.25,280.05
278.45,277.05,275.75,278.25
281.45,275.05,275.75,278.45
278.15,275.35,275.05,277.55
276.05,274.85,273.15,277.35
275.35,274.05,272.95,276.15
276.45,272.25,272.25,275.35
274.35,270.25,272.65,274.25
274.05,270.75,271.95,273.85
273.65,270.25,271.35,276.75
272.75,269.65,270.95,278.25
275.75,272.05,270.55,278.85
282.05,273.95,272.65,279.55
282.55,276.15,276.65,280.35
283.65,277.55,279.25,281.55
287.85,279.15,281.45,282.05
289.15,280.35,283.15,282.05
291.05,280.35,282.4833333,282.65
291.25,280.75,284.55,282.95
292.65,280.85,285.05,282.95
292.25,280.55,284.85,282.65
290.45,279.55,284.15,281.75
285.65,278.85,283.05,280.45
284.35,278.55,281.75,279.15
283.35,278.35,279.55,278.15
281.75,277.85,278.05,277.25
281.25,277.35,278.25,275.85
280.15,276.95,276.65,275.25
278.55,276.45,277.55,274.75
278.45,276.45,275.45,273.85
277.25,275.05,277.0071429,273.25
276.65,274.15,274.65,273.15
276.55,272.95,274.05,272.55
276.55,272.05,274.95,272.35
276.65,272.45,274.05,271.95
279.75,272.85,273.45,271.95
284.75,273.85,275.15,272.65
289.75,275.25,276.55,272.85
293.05,277.05,279.45,273.55
294.35,278.85,281.55,274.95
294.85,280.35,282.75,276.25
290.35,281.45,284.35,276.65
286.95,282.55,284.75,277.95
285.05,282.95,285.15,278.25
284.05,283.25,284.75,278.85
283.05,282.05,284.35,278.15
282.35,280.55,282.85,277.45
281.55,278.25,281.65,276.55
280.35,276.45,280.65,276.15
279.15,276.05,279.65,275.55
279.05,273.65,278.45,274.95
278.45,273.25,276.55,274.15
277.55,271.65,275.65,273.65
276.15,270.65,274.95,273.35
275.75,270.15,273.95,272.85
275.45,270.15,273.05,271.95
274.85,273.25,272.15,271.85
275.55,273.45,271.65,271.05
277.15,271.15,270.95,271.35
278.15,273.35,270.15,271.45
280.15,275.85,270.95,272.05
287.45,277.15,271.45,272.65
290.45,279.05,272.15,273.45
286.95,280.35,272.85,274.25
284.85,281.85,273.25,275.15
283.05,282.45,274.35,276.05
282.65,282.45,275.45,276.65
282.85,282.55,276.75,277.55
283.15,282.45,276.95,277.85
282.05,281.55,276.95,277.75
281.05,280.65,276.05,277.05
280.05,278.95,275.25,276.75
279.25,277.65,274.55,276.65
278.75,275.65,273.75,276.25
278.45,274.25,273.55,275.25
277.45,273.45,273.15,274.85
275.25,272.45,272.15,273.95
273.35,271.65,271.75,273.95
271.55,271.45,271.35,273.65
272.25,270.95,269.45,272.95
271.25,270.75,267.75,272.65
270.35,270.45,266.35,271.85
271.05,271.55,265.85,271.35
276.85,272.25,265.95,271.45
278.85,273.55,272.35,272.85
279.95,275.05,275.55,274.15
281.85,276.35,276.25,275.35
283.05,277.55,277.65,276.25
284.45,278.95,278.75,276.95
284.35,280.45,279.85,278.15
284.55,281.15,280.55,279.15
284.45,281.65,280.55,279.65
283.95,281.35,281.05,280.25
282.75,280.65,280.65,279.65
282.05,279.25,279.85,278.85
281.45,277.85,279.45,278.45
280.75,276.45,279.25,278.05
280.35,275.85,279.05,277.15
279.95,275.35,277.95,276.85
279.85,274.65,276.55,276.35
278.45,274.45,276.45,273.55
277.65,273.95,273.85,272.45
276.75,273.15,272.15,271.45
275.55,272.95,269.95,270.25
273.35,272.75,269.35,272.45
274.65,272.65,269.15,270.05
272.95,273.45,270.55,269.75
275.25,274.45,271.75,268.75
278.15,277.55,274.05,273.95
279.15,279.15,276.65,275.25
280.65,280.75,278.55,276.65
282.25,283.05,279.95,277.95
283.65,284.95,280.45,278.65
284.75,285.05,281.15,280.65
284.95,285.65,282.15,280.75
284.75,286.15,282.55,281.55
284.15,286.15,282.85,280.95
283.75,285.25,282.65,280.85
283.55,285.15,281.85,279.75
283.55,284.55,281.55,279.05
283.35,283.45,280.25,278.75
282.75,282.05,279.55,278.35
282.35,281.15,279.15,277.65
281.65,281.25,278.25,277.35
280.95,280.65,277.65,277.15
280.75,280.25,277.65,276.85
279.85,279.85,274.65,273.15
280.35,280.35,272.95,275.15
278.75,280.15,272.45,274.65
277.65,279.45,272.25,272.95
276.95,278.85,270.35,271.25
276.15,278.75,271.35,271.45
276.55,278.95,273.25,273.35
276.65,279.55,276.45,275.05
276.85,280.15,277.75,276.25
277.15,280.75,279.45,277.75
277.75,281.55,281.45,279.35
278.05,282.85,283.65,280.55
278.35,282.85,284.95,281.55
278.75,283.45,285.35,281.45
279.65,283.05,284.85,281.45
279.55,281.55,284.85,281.85
278.45,280.35,283.95,281.05
277.75,279.15,283.05,278.15
277.75,277.95,281.75,276.75
277.75,276.95,279.25,275.45
277.25,279.45,279.15,274.85
278.45,278.45,278.15,274.55
277.65,277.15,276.35,272.95
276.55,273.75,273.95,279.35
275.45,275.65,273.05,279.05
274.65,275.15,271.85,278.35
273.85,272.95,270.95,277.95
273.45,272.25,270.25,277.25
273.25,270.95,269.85,276.55
275.35,276.25,269.95,276.45
276.15,279.65,274.45,277.05
277.15,280.95,277.95,278.45
277.85,282.75,279.85,279.65
278.85,283.85,281.55,280.85
279.25,284.45,282.75,282.25
280.25,284.85,283.75,283.05
281.45,285.45,284.15,283.85
281.35,285.75,285.05,284.75
281.15,285.15,285.95,285.05
280.15,284.55,285.15,285.25
279.15,284.35,284.15,284.45
278.75,284.05,282.65,282.75
278.15,284.95,280.75,282.45
277.95,284.45,277.75,282.05
276.95,283.45,277.85,281.55
275.55,282.85,275.85,281.15
274.75,282.25,274.85,279.95
274.05,281.95,274.95,279.65
273.35,281.45,274.25,278.85
272.45,281.15,274.65,275.25
271.95,280.55,274.35,274.05
272.05,279.95,273.85,272.35
272.15,279.15,273.65,272.05
273.05,281.45,273.55,271.75
274.65,283.15,273.85,273.95
276.05,284.05,274.35,276.95
277.55,285.15,275.15,279.15
278.65,287.15,276.15,281.85
281.25,287.45,277.85,284.55
282.05,288.45,279.75,286.75
282.95,289.65,281.65,287.85
282.35,289.65,283.05,288.85
281.85,289.05,283.85,289.45
280.85,287.85,283.85,288.25
280.05,286.95,282.25,287.45
279.95,286.65,281.15,285.85
278.25,286.55,280.15,286.15
278.15,285.85,278.15,286.45
276.95,285.45,276.65,285.85
275.35,284.75,275.55,285.45
274.45,283.95,274.75,284.95
273.65,281.85,277.25,284.55
273.85,278.25,276.45,283.85
273.85,276.65,274.45,283.35
272.75,275.55,273.95,282.35
272.15,274.65,272.75,279.95
271.95,275.55,273.25,280.45
274.95,278.95,272.35,279.45
276.85,280.95,276.55,280.35
278.15,283.15,281.95,281.45
280.25,285.35,285.05,282.35
281.85,288.05,286.15,282.35
283.05,290.35,287.75,283.25
284.25,292.05,288.55,283.75
284.95,293.25,289.35,284.35
285.15,294.25,289.55,285.15
285.15,294.35,289.55,285.75
284.15,292.25,289.55,285.75
283.55,289.95,288.85,284.75
281.25,286.05,287.65,283.75
280.05,284.25,287.75,281.35
279.55,286.75,286.95,279.85
280.55,285.25,285.95,278.65
280.05,284.05,283.95,278.25
279.05,283.05,283.85,280.55
280.15,280.85,283.35,281.55
279.55,279.35,282.05,279.05
279.35,278.65,280.65,276.95
279.15,278.05,279.35,275.95
278.25,279.35,280.55,274.55
278.45,279.55,279.85,274.45
279.25,281.85,279.75,274.45
281.65,284.75,280.55,277.15
284.25,286.35,281.15,279.15
286.25,286.75,281.85,281.45
287.15,288.05,282.95,283.75
287.15,288.55,284.35,285.65
287.35,289.45,284.75,287.35
287.25,290.05,285.95,288.35
287.05,289.85,286.45,289.45
286.45,289.25,286.65,289.35
285.55,287.85,286.55,289.05
284.15,286.65,285.25,288.55
283.15,285.55,283.85,287.65
282.35,284.55,283.25,285.55
281.55,283.75,282.25,282.85
281.25,282.65,282.05,282.65
281.05,281.55,281.15,285.15
280.75,279.65,280.75,284.45
279.75,279.45,282.75,283.95
278.85,280.45,282.25,280.75
279.75,278.75,281.25,279.85
279.55,278.15,279.95,278.95
279.15,278.05,278.45,279.55
278.45,279.05,278.65,277.45
278.95,280.45,278.55,276.75
280.95,283.65,280.15,278.95
282.15,287.35,282.75,281.55
283.45,289.55,285.25,283.35
285.05,289.75,286.45,285.35
286.85,290.55,287.95,286.85
288.05,292.95,287.85,287.85
289.05,293.55,288.85,289.25
288.25,293.55,289.05,289.95
288.95,292.35,288.25,290.15
287.25,291.35,287.55,289.95
285.55,290.35,286.75,289.15
283.25,289.75,285.65,286.25
284.35,289.45,284.45,284.55
283.55,289.15,283.05,283.35
281.85,288.75,281.85,282.25
281.05,287.75,281.75,281.65
281.55,286.35,281.25,280.65
284.45,285.35,281.35,280.45
284.85,282.95,280.95,279.85
284.35,281.25,280.65,279.75
283.45,280.65,280.15,278.85
282.25,280.45,278.65,277.75
280.95,280.55,278.35,278.55
280.35,284.95,278.45,280.85
279.95,287.25,280.25,282.55
281.45,287.75,281.55,285.05
282.15,287.95,282.45,287.75
283.05,288.05,283.35,290.75
283.95,287.35,284.15,292.35
284.45,287.75,285.55,293.45
284.35,287.55,285.55,294.15
284.35,286.65,286.75,294.75
283.35,285.75,286.05,294.35
282.35,285.05,285.95,293.75
279.45,284.25,285.45,292.55
277.85,283.45,284.55,289.95
276.65,282.75,282.45,289.35
276.05,282.45,280.05,288.75
275.15,282.15,279.85,288.55
274.95,281.35,278.45,287.35
274.65,280.85,277.75,285.95
274.25,280.85,277.15,284.65
274.05,280.05,279.15,282.85
273.75,279.35,277.25,281.45
273.65,278.25,277.55,282.65
273.65,277.55,276.85,282.75
273.55,277.05,275.45,282.05
274.75,279.05,276.05,281.35
275.65,281.55,279.85,282.05
275.85,281.85,283.05,283.55
276.25,282.15,285.15,284.55
277.35,282.35,286.25,285.55
277.85,282.55,288.65,286.05
278.15,283.55,290.55,286.45
278.45,284.35,291.05,287.65
277.85,285.55,291.75,287.55
277.35,285.35,291.85,287.35
276.05,284.75,291.05,287.15
275.35,282.95,290.35,286.75
275.25,285.15,289.35,286.05
274.55,284.45,289.35,284.55
274.05,283.65,288.85,283.35
273.25,282.25,287.55,282.95
272.65,282.15,284.35,282.35
272.35,281.85,284.65,281.75
272.15,281.75,281.45,280.05
271.95,281.85,280.35,280.25
270.95,281.25,279.85,278.65
270.95,281.05,279.15,277.95
269.15,280.55,285.15,277.15
268.05,281.05,284.55,276.85
272.55,282.45,284.35,276.15
274.65,283.85,285.85,279.65
275.05,285.15,287.85,282.15
276.45,286.15,289.05,284.65
276.15,286.95,290.05,287.05
276.95,288.55,290.65,288.95
277.85,289.75,291.55,290.15
278.85,290.85,291.85,290.85
278.55,291.25,292.35,291.15
278.75,291.35,292.35,291.55
278.05,290.65,291.65,291.45
277.15,288.35,290.55,290.25
276.85,285.45,290.05,288.95
276.75,284.25,288.65,288.25
276.05,287.15,288.95,287.55
275.85,287.65,287.35,286.85
275.85,286.55,285.65,285.35
275.55,287.35,285.15,283.35
275.15,285.65,288.25,281.45
274.75,284.85,287.75,279.65
273.95,284.85,286.85,278.45
273.25,282.45,286.35,277.85
272.85,278.95,285.45,276.75
272.85,278.95,284.45,275.75
274.05,285.05,284.15,276.35
275.65,288.55,285.65,280.75
276.75,289.45,286.65,283.15
278.05,291.35,287.35,286.05
278.55,292.45,288.45,287.55
279.75,293.25,289.35,289.95
281.35,294.05,290.05,291.05
281.55,294.65,290.95,291.55
281.45,294.55,291.45,291.45
281.45,294.05,291.95,291.75
280.25,292.65,291.45,291.55
279.75,292.05,290.75,290.85
279.45,291.35,289.65,289.95
279.25,290.65,288.55,288.65
279.35,290.35,286.65,286.25
279.85,289.15,284.65,285.95
279.15,288.45,283.35,285.55
278.55,287.75,286.85,285.35
278.15,286.45,286.85,285.25
277.45,283.15,285.95,284.15
277.65,279.95,284.55,283.95
276.35,278.65,282.95,284.05
275.95,277.85,280.55,284.15
275.85,278.25,279.35,282.65
278.55,284.85,278.85,283.45
279.85,288.45,279.35,285.25
280.85,288.85,279.95,286.05
280.85,291.85,281.15,286.75
281.75,293.35,282.15,287.15
282.45,294.65,283.65,287.65
282.75,295.35,284.95,287.85
283.05,295.05,285.95,287.95
283.35,294.75,286.85,287.75
282.85,294.35,286.75,287.75
282.15,293.65,286.35,287.25
281.65,289.35,285.45,286.85
280.85,286.45,284.25,286.35
278.25,289.65,283.15,285.85
277.05,287.45,282.05,285.25
276.15,285.95,281.35,283.35
275.05,284.35,280.45,282.35
274.65,281.55,279.05,280.95
274.65,280.05,276.95,280.45
273.85,279.35,275.45,278.65
274.25,278.85,274.35,278.05
274.05,278.15,274.45,278.05
273.85,277.45,273.15,279.45
273.85,278.25,272.85,279.15
274.35,282.45,273.55,279.55
275.55,285.65,278.65,281.35
276.05,287.25,281.75,282.25
277.05,288.95,285.35,283.15
278.15,290.15,287.75,284.25
278.65,290.65,289.05,284.95
279.45,291.35,289.75,285.85
281.15,291.75,290.25,286.35
284.25,292.25,291.05,286.45
284.65,291.95,291.05,287.05
282.75,291.35,290.85,286.75
281.05,290.25,289.75,285.45
279.65,289.75,288.65,283.95
278.95,287.95,287.75,282.75
278.35,287.05,287.05,280.75
277.65,285.25,286.85,281.25
276.05,284.15,284.95,281.45
275.15,283.55,281.15,280.85
274.35,282.95,280.55,279.25
273.35,282.05,279.05,278.65
272.65,279.75,278.05,278.85
272.45,279.25,277.35,277.85
271.95,278.45,275.75,275.15
273.35,278.45,275.65,273.95
275.55,281.55,275.35,275.25
276.75,283.35,278.95,280.85
277.95,285.45,280.35,282.65
279.05,287.15,281.75,282.95
279.95,289.15,283.35,283.45
281.25,291.25,284.85,284.55
281.95,292.45,286.45,285.15
283.05,293.15,287.35,286.25
284.15,293.95,288.25,286.85
282.65,293.45,288.55,286.95
282.05,292.45,288.25,286.75
280.45,291.35,287.35,285.55
279.85,289.35,286.15,283.05
279.45,286.85,285.15,282.75
279.15,285.45,282.75,283.85
277.15,283.95,283.85,282.95
276.85,283.35,282.65,283.05
275.85,282.55,281.15,281.35
274.35,281.85,279.95,280.55
273.15,281.15,278.35,279.75
272.45,280.75,277.95,278.15
272.05,280.65,276.65,275.75
271.25,281.15,275.45,274.45
271.95,284.15,274.35,273.65
273.95,285.25,275.25,275.05
275.55,286.55,279.25,280.05
277.45,288.95,281.55,281.55
279.05,291.15,283.05,283.55
280.35,292.55,284.75,284.85
281.75,293.65,286.55,285.45
282.85,295.15,288.35,285.85
283.35,295.95,289.95,286.05
284.35,295.85,290.65,286.95
